"Host.ID","Host.Name","Host.Since","Host.Location","Host.About","Host.Response.Time","Host.Response.Rate","Host.Listings.Count","Host.Verifications","Host Has Profile Pic","Host Identity Verified","Host Is Superhost"
63266721,"Pastora",2016-03-16,"calle de la ruda 3 numero 3-3","HOSPITALARIO",NA,NA,2,"email,phone,reviews,jumio,government_id",TRUE,TRUE,FALSE
15425240,"Ignacio",2014-05-12,"Madrid, Community of Madrid, Spain","My name is Ignacio. I was borned in Argentina, now I Live in Spain in Madrid city. Before ive lived in Barcelona for 4 years, and in Madrid Ive spent 15 years. woww!! 
Im an actor, I work in cinema and theatre, love to travel and meeting people its thomething amaizing!","within a day",67,2,"email,phone,reviews",TRUE,FALSE,TRUE
9551147,"Javi",2013-10-21,"Madrid, Community of Madrid, Spain","Hola, soy profesor universitario, he vivido varios años en el extranjero - Egipto, Malta...- y me encanta  conocer gente y aprender de ella. Hablo castellano, inglés y vasco, y ando  intentándolo con el francés y algún idioma más. Tanto Virginia, mi amiga actriz, como yo estaremos encantado de recibirte y ayudarte en lo que se pueda.  Bienvenido a Madrid!
Hi, I'm a university professor, I have lived several years abroad - Egypt, Malta...- and I love meeting people and learning from it. I speak Spanish, English and Basque, and I'm still trying to learn French and some other languages. We will be happy to welcome you and help in any possible way. Welcome to Madrid!","within an hour",100,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
40151078,"Avelina",2015-07-31,"Madrid, Community of Madrid, Spain","",NA,NA,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
14156504,"Ramon",2014-04-11,"Madrid, Community of Madrid, Spain","I am an architect born in Madrid. Love to travel and meet new people around the world.","within an hour",100,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
9782579,"Matias",2013-11-03,"Madrid, Community of Madrid, Spain","","within a day",100,3,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
76278979,"Bibiana",2016-06-07,"Madrid, Community of Madrid, Spain","Siempre me ha fascinado viajar, conocer gente, aprender de otras culturas...
Ahora que soy madre de 2, mis prioridades han cambiado y me he dado cuenta de que mi sitio está donde mis hijos se sientan cómodos y felices. 
Por eso he preparado mi casa para que las familias sientan que es su casa también. 
Si vienes con tus hijos, cuéntame cosas sobre ellos, qué les gusta hacer, e intentaré que tengan una estancia fantástica en mi casa. 
El apartamento está justo en el centro, cerca de museos y zona de ocio y, sin embargo, es tranquilo y silencioso. 
Así me ha gustado a mí que sean los sitios a los que voy. Y ahora es lo que te ofrezco a ti.","within an hour",100,1,"email,phone,facebook,google,reviews,jumio,government_id",TRUE,TRUE,TRUE
94783924,"Carlos",2016-09-12,"Madrid, Community of Madrid, Spain","Autor y director de teatro y maestro de actores. Vivo en Madrid desde hace 15 años y puedo asegurar que esta ciudad maravillosa es mi lugar en el mundo.","within an hour",100,1,"email,phone,reviews",TRUE,FALSE,FALSE
8606204,"Manuela",2013-09-03,"Madrid, Community of Madrid, Spain","Hola!! Me considero una persona optimista, alegre y fácil de tratar. Me encantan los animales y tengo una tienda de mascotas donde soy peluquera canina y cuidadora. También me gusta montar a caballo. 
 Me gusta viajar y he vivido dos años en Miami, donde conservo grandes amigos y regreso en cuanto tengo oportunidad. También salgo al campo casi todos los fines de semana con los perros, tanto los míos que son dos ( Funky y Bonny Penny ) como con los que tengo de residencia. También tengo tres gatas, Samantha, Tábata y Carrie Bradsaw, pero no os asustéis que mis animales viajan conmigo y no están en la casa.
 Mi experiencia como anfitrión es poca ya que acabo de estrenarme, pero tengo muchos amigos que me visitan y creo que ellos me considerarían una buena anfitriona ya que siempre regresan..jijiji
 Soy una persona que siempre busca soluciones por lo que si te puedo ayudar lo haré.
 Bueno, por último no tengo hijos ni pareja actualmente...pero nunca se sabe cuando tendré que cambiar esta información..jijij
 Bienvenidos a un pedacito de mí.","within an hour",100,2,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
14034758,"Bf",2014-04-08,"London","Professional, responsible, wide international network, traveller, sportive, committed.","within an hour",100,5,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
19952705,"Susanna",2014-08-13,"Madrid, Community of Madrid, Spain","Soy Susanna de Alemania pero vivo y trabajo en Madrid. Estoy trabajando en el sector de seguros en el departamento de siniestros y estoy bastante organizada y responsable.","within an hour",90,1,"email,phone,facebook,reviews,jumio,government_id",TRUE,TRUE,FALSE
1769271,"Can",2012-02-18,"Istanbul, TR","Contact us and be our guest.","within an hour",100,1,"email,phone,reviews",TRUE,FALSE,FALSE
43919337,"Ruth Y Sarai",2015-09-11,"ES","","within a few hours",100,2,"email,phone,reviews",TRUE,FALSE,FALSE
78830794,"Felny",2016-06-20,"Madrid, Community of Madrid, Spain","PROFESIONAL DE FITNES Y CHEF... ME APASIONA VIAJAR, CONOCER NUEVAS CULTURAS, GENTE Y DESCUBRIR LUGARES PARADICIACOS ...","within an hour",100,1,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
6235234,"Margarida",2013-05-05,"Madrid, Community of Madrid, Spain","Portuguese, working in Madrid!","within an hour",100,1,"email,phone,facebook,reviews,jumio",TRUE,TRUE,FALSE
117691990,"Daniel",2017-02-22,"Madrid, Community of Madrid, Spain","",NA,NA,1,"email,phone,google",TRUE,FALSE,FALSE
90428897,"Neus",2016-08-17,"Madrid, Community of Madrid, Spain","Me gusta relacionarme con gente, la música, la creatividad. Soy diseñadora de complementos a la vez que trabajo en producción de eventos y sobre todo me gusta practicar idiomas siempre que puedo.

I like interacting with people, music, creativity, i'm accesories disigner while working in event production and most of all, i like to practice language whenever i can.","within a few hours",90,1,"email,phone,reviews",TRUE,FALSE,FALSE
120550917,"Zuleika Y Alberto",2017-03-13,"Madrid, Community of Madrid, Spain","","within an hour",94,1,"email,phone,linkedin,reviews,jumio,offline_government_id,government_id",TRUE,TRUE,FALSE
69070256,"Joao",2016-04-26,"Madrid, Community of Madrid, Spain","","within a few hours",100,1,"email,phone,facebook,reviews,work_email",TRUE,FALSE,TRUE
57751528,"Ranpal",2016-02-07,"Madrid, Community of Madrid, Spain","CURRENT MISSION

Work to travel and see as much as possible in as short a time as possible, in a word, have fun!

ABOUT ME

I work hard with the aim to play hard, after my husband my number one passion in life is to travel, and I work hard to make that possible. We've lived in 5 countries in the last 10 years and enjoyed every minute of it. Unlikely to relocate again, well you can never say never, but intending to staying put for at least 10 years. I like the peaceful life in general like to travel and stay in the countryside but visiting nearby cities with perhaps an overnight stay.

PHILOSOPHY

You're probably bored of reading that I live to travel, but I'll say it again, I live to travel! I travel to experience new languages, cultures, foods and people.

Interests:
Surfing! Walking in the country, cooking and then eating, trying local foods while traveling including fitting in a cooking class if possible.

Music, Movies, and Books

All time favourite book was Memoires of a Geisha, i couldn't put it down and haven't been able to find a book to match it.

One Amazing Thing I’ve Done:
Getting my CMAS divers licence since i can hardly swim! Seeing the great wall of China.

Teach, Learn, Share:
I strongly believe that you should push yourself beyond what you believe to be your 'limits' and you will surprise yourself, don't let anyone including yourself hold you back. If there is something you really truly want go and get it. There may be consequences, things may not work out as you expected, it may not be a bed of roses, but at least you tried, better to have tried and failed that not have tried at all...

Countries I’ve Visited:
Australia, Bahamas, Barbados, China, Costa Rica, Cuba, Egypt, Europe, Iceland, India, Jamaica,  Japan, Kenya, Malaysia, Maldives, Mauritius, Oman, Singapore, Spain, Tanzania, Thailand, Turkey, Ukraine, United Arab Emirates.

Countries I’ve Lived In:
Germany, Gibraltar, Netherlands, Spain, United Kingdom, United States","within an hour",100,1,"email,phone,reviews,jumio,work_email",TRUE,TRUE,FALSE
28929930,"Ana",2015-03-07,"Madrid, Community of Madrid, Spain","Me encanta viajar, leer, pasear por mi ciudad y relacionarme con la gente.
Me gusta ofrecer la casa en la que nací y en la que he vivido gran parte de mi vida, para que quien decida alojarse pueda disfrutar de esta maravillosa ciudad que es Madrid.","within an hour",100,1,"email,phone,facebook,reviews,jumio",TRUE,TRUE,FALSE
1367452,"Javier",2011-11-03,"Madrid, Madrid, Spain","Soy español, y también hablo inglés e italiano. Me defiendo en francés y estoy aprendiendo chino.
Los fines de semana soy árbitro de baloncesto, sobre todo con niños, aunque voy donde me manden. No salgo en la tele, eso no.
Espero que os guste la casa que pongo a vuestra disposición. Fue mi primera vivienda y espero que la disfrutéis tanto como yo lo hice mientras viví en ella.","within a few hours",100,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
6270912,"Moises",2013-05-07,"Madrid, Community of Madrid, Spain","Me llamo Moisés, he nacido en Canarias, me he criado en Sevilla y llevo 30 años en Madrid. Mi compañera es de Escocia, ha vivido en centro américa, Sierra Leone, Francia. Como os podéis imaginar con tanto movimiento nos gusta viajar, conocer otros lugares, y sabemos lo importante que es el sitio en el que descansas y reponer fuerzas. No somos muy amigos de los hoteles, nos gusta más la privacidad de un apartamento, desayunar o cenar a nuestro aire.
Geraldine trabaja en el mundo del libro y yo soy publicista. Nos gusta conocer de cerca los sitios a donde vamos, sus gentes, su gastronomía, su cultura. Y por eso elegimos esta zona de Madrid, porque está cerca de todo lo más auténtico y genuino de esta ciudad.","within a few hours",100,1,"email,phone,reviews,jumio",TRUE,TRUE,TRUE
2921035,"Diego",2012-07-12,"Madrid, Madrid, Spain","Hola Dieguito en Madrid!",NA,NA,1,"email,phone,jumio",TRUE,FALSE,FALSE
120121892,"Leticia",2017-03-10,"Barcelona, Catalonia, Spain","","within an hour",100,1,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
48270641,"Cosme Y Damián",2015-11-05,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"phone,reviews",TRUE,FALSE,FALSE
56486845,"Antonio",2016-01-28,"Madrid, Community of Madrid, Spain","","within an hour",90,1,"email,phone,google,linkedin,reviews,jumio,government_id",TRUE,TRUE,FALSE
45281932,"Ana Y José",2015-09-28,"Madrid, Community of Madrid, Spain","Madrileños apasionados por viajar, solemos utilizar Airbnb allí donde viajamos. Acumulamos muchas buenas experiencias en nuestros viajes y como anfitriones.","within an hour",100,1,"email,phone,reviews",TRUE,FALSE,FALSE
46703335,"Miguel",2015-10-16,"Madrid, Community of Madrid, Spain","Me encanta viajar y disfruto compartiendo los lugares que me entusiasman!!","within a few hours",100,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
66126549,"Santiago",2016-04-06,"Madrid, Community of Madrid, Spain","Hola, me llamo Santiago y soy Técnico Superior en Imagen Audiovisual aunque hace unos años renegué de mi trabajo como fotógrafo para dedicarme a mi autentica pasión que son los animales. A día de hoy trabajo en un bar de copas con un amigo en la Latina y como adiestrador y paseador de perros.
Me encanta viajar, conocer otras culturas y probar los platos típicos de cada zona. Aunque a veces estoy un poco limitado por ser vegetariano.
Una de las cosas sin las que no podría vivir es sin mis amigos, mi gran hobby  es salir de cañas con ellos, al campo, de cena, exposiciones, teatro...","within an hour",100,1,"email,phone,reviews,jumio,government_id",TRUE,TRUE,TRUE
24230477,"Valdeazores",2014-11-27,"Madrid, Community of Madrid, Spain","","within an hour",100,6,"email,phone,reviews,jumio,government_id",TRUE,TRUE,FALSE
28868255,"Prado",2015-03-06,"US","","within a day",100,4,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
32523864,"Leticia",2015-05-03,"Madrid, Community of Madrid, Spain","Mi nombre es Leticia, me gusta el cine, me encanta viajar (me apasionan los vuelos), la buena comida, los bailes son mi perdición jejeje  ;) , me hace muy feliz compartir con buenos amigos y disfrutar al máximo cada instante del día.
 Cuando vengas a casa haré todo lo posible porque te sientas como en la tuya, a pesar del poco tiempo libre que me deja el trabajo intento conocerte y darte la bienvenida con un fuerte abrazo.","within an hour",100,2,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
2030955,"Roxana",2012-03-29,"Munich, Bayern, Germany","My name is Roxana. I am living in Bavaria, Munich! 
I like sports, music, wine and cinema.","within a day",60,1,"email,phone,reviews,manual_offline,jumio",TRUE,TRUE,FALSE
88301589,"Much",2016-08-06,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,reviews",TRUE,FALSE,FALSE
4909698,"Niccolo",2013-01-30,"Madrid, Community of Madrid, Spain","Hello!
I'm from Rome and I moved to Madrid few years ago with my girlfriend and our dog.

I cconsider myself a traveller, even if lately my work doesn't allow me to travel as much as I'd like. 
Whenever I do have the chance though, I love to stay in a B&B, enjoy the pleasure of knowing new amazing people and to share with them the best a place has to offer.

This is why I decided to be a host myself and I'll be happy to share with you the best of my adoptive city!","within an hour",100,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
41148505,"Susana",2015-08-11,"Vivo entre Madrid y Mallorca.","Jovial, respetuosa, alegre, soñadora, luchadora.
Adoro la música y el teatro.
También sueño con viajar por todo el mundo.
Lucho por mis (URL HIDDEN) importante cumplirlos???","within an hour",100,1,"email,phone,reviews,work_email",TRUE,FALSE,FALSE
28275673,"Alberto",2015-02-24,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,reviews,jumio",TRUE,TRUE,TRUE
75457379,"Dayra",2016-06-02,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,reviews",TRUE,FALSE,FALSE
70811133,"Ana",2016-05-07,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,reviews,jumio,government_id",TRUE,TRUE,FALSE
28411573,"Ivan",2015-02-26,"Madrid, Community of Madrid, Spain","Me gusta viajar, conocer gente y la música.",NA,NA,1,"email,phone,jumio",TRUE,FALSE,FALSE
97290320,"Ewa",2016-09-29,"Madrid, Community of Madrid, Spain","Dinámica, positiva y amante de la naturaleza y el arte.","within an hour",100,1,"email,phone,reviews,jumio,offline_government_id,government_id",TRUE,TRUE,FALSE
116247752,"Mariangela",2017-02-13,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
28116670,"Mayte",2015-02-21,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,facebook,reviews,manual_offline,jumio",TRUE,TRUE,TRUE
13087981,"Ángela",2014-03-13,"Madrid, Community of Madrid, Spain","","within a day",100,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
2869665,"Clara",2012-07-08,"Madrid, Madrid, Spain","","within an hour",100,1,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
43490354,"Laura",2015-09-06,"Madrid, Community of Madrid, Spain","¡Hola! Soy Laura, una chica extrovertida, cordial y detallista. Soy del norte de España aunque llevo ya seis años en Madrid disfrutando de esta ciudad conocida por su encanto y alegría . Me gusta el arte, leer y la música. No soy muy de tele y sí de mis amigos. Me gusta el trato con la gente y disfrutar de buenas compañías.","within a day",50,1,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
39220098,"Gonzalo",2015-07-22,"Barcelona, Catalonia, Spain","","within a few hours",100,1,"email,phone",TRUE,FALSE,FALSE
68123842,"Elias",2016-04-20,"ES","",NA,NA,1,"phone",TRUE,FALSE,FALSE
37536319,"Pedro Ángel",2015-07-05,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
57182660,"Pal Y Maurilio",2016-02-02,"Madrid, Community of Madrid, Spain","Somos dos amigos que comparten casa y negocio. Mauri es escritor, periodista y viajero incansable. Paloma se dedica a la producción de espectáculos teatrales y musicales. Por razones profesionales ambos somos grandes conocedores de la actividad cultural y de ocio de Madrid. No lo dudes, seremos tus mejores anfitriones.","within a few hours",100,2,"email,phone,reviews",TRUE,FALSE,TRUE
23778827,"Carla",2014-11-15,"Madrid, Community of Madrid, Spain","Viajera, soñadora y buscadora empedernida de buenos momentos compartidos con gente divertida.","within a day",100,1,"email,phone,reviews",TRUE,FALSE,FALSE
5035614,"Lucía",2013-02-10,"Madrid, Community of Madrid, Spain","","within a day",96,3,"email,phone,facebook,reviews,jumio",TRUE,TRUE,FALSE
48561220,"Paco",2015-11-09,"Madrid, Community of Madrid, Spain","Somos una Pareja Joven y Dinamica, amantes de la Fotografia, Moda y el Diseño,y nuestra pasión se traslada a nuestro Dia a Dia y a nuestro Hogar por eso somos la Opción Ideal para Visitar la Ciudad de Madrid.","within a day",50,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
57879266,"Angela",2016-02-08,"Madrid, Community of Madrid, Spain","Soy una persona amable y muy fácil de llevar. Me encanta conversar y conocer gente nueva. 

I also speak english ;)","within an hour",100,1,"email,phone,facebook,reviews",TRUE,FALSE,TRUE
30085348,"Laura",2015-03-27,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,facebook,reviews,jumio,work_email",TRUE,TRUE,FALSE
44726632,"Maria Luisa",2015-09-21,"ES","",NA,NA,2,"phone,reviews",TRUE,FALSE,FALSE
42661177,"Maria Teresa",2015-08-27,"Madrid, Community of Madrid, Spain","Me considero una persona normal, con mi trabajo ,mis aficiones y mis amigos.","within an hour",100,1,"email,phone,google,reviews,jumio,government_id",TRUE,TRUE,FALSE
8153309,"Jimena",2013-08-14,"Madrid, Community of Madrid, Spain","Soy española y asesora de imagen.",NA,NA,1,"email,phone",TRUE,FALSE,FALSE
38814424,"Orlena Romero",2015-07-18,"Madrid, Community of Madrid, Spain","Somos personas de mente abierta conversadores, Sociables, amigables, ordenados, nos gusta la limpieza, y la responsabilidad.","within an hour",100,2,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
47131995,"Guy",2015-10-21,"Israel","","a few days or more",0,1,"email,phone,jumio,government_id",TRUE,FALSE,FALSE
76725515,"Eva",2016-06-09,"Puntagorda, Canarias, Spain","","within a few hours",83,1,"email,phone,facebook,reviews,jumio,government_id",TRUE,TRUE,FALSE
3508577,"Eva",2012-09-08,"Madrid, Madrid, Spain","I am a woman immersed in the crisis of the thirty-something wearing it beautifully. Joker, perfectionist, nice ... and above all good people.

Soy una mujer en plena crisis de los ...taitantos que lo lleva la mar de bien. Bromista, simpática, perfeccionista, ... y sobretodo buena gente.","within a few hours",100,1,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
34719337,"Maria Del Carmen",2015-06-01,"Mallorca","I am a collector of antique embroideries. I was born in Madrid, and often travel for my passion. I rent my apartment in Madrid, for people who like to travel and chase after their passions.",NA,NA,1,"email,phone,reviews",TRUE,FALSE,FALSE
76629578,"Daisy",2016-06-08,"Madrid, Community of Madrid, Spain","Hola soy simpática trabajo y me gusta mucho el orden no soy fumadora y no tenemos mascotas en casa más información  el día de la cita para ver la habitación .",NA,NA,1,"email,phone,facebook,jumio,government_id",TRUE,TRUE,FALSE
48854297,"Yvonne",2015-11-12,"Madrid, Community of Madrid, Spain","Me considero una persona jovial, con actitud positiva, amante  de la naturaleza y los animales. En mis ratos libres  me apasiona el baile, escuchar música, el deporte la lectura y cultivar amistades porque cada persona me aporta  una experiencia en mi vida cotidiana ..
Soy comercial en telecomunicaciones, me encanta mi trabajo porque el día a día me  relaciono con personas de diversas  culturas e  idiosincrasia.

 ""Empieza cada día con una sonrisa y mantenla  todo el día.""","within an hour",100,1,"email,phone,linkedin,reviews,jumio",TRUE,TRUE,FALSE
12761471,"Pedro Antonio",2014-03-03,"Madrid, Community of Madrid, Spain","Urbano por obligación, pero me encanta la naturaleza, la gastronomía, la arquitectura rural y monumental.","within an hour",100,1,"email,phone,facebook,reviews,jumio",TRUE,TRUE,FALSE
100842562,"Mercedes",2016-10-23,"ES","","within a day",50,1,"email,phone",TRUE,FALSE,FALSE
34455255,"Josito",2015-05-28,"Sliema, Malta","",NA,NA,1,"email,phone,reviews",TRUE,FALSE,FALSE
50423319,"Vero",2015-12-03,"Madrid, Community of Madrid, Spain","Abierta, positiva, siempre dispuesta a llegar a un acuerdo!","within a day",100,1,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
19141339,"Patricia",2014-07-30,"Madrid, Community of Madrid, Spain","Soy una gran amante de la naturaleza, me encanta el senderismo y viajar sin parar, nunca me canso de explorar. Soy una persona positiva y tolerante. Me he alojado con buenos resultados con anfitriones de Airbnb en San Francisco, Nueva York y Nueva Zelanda, yo pondré de mi parte para que la estancia en nuestra casa sea muy agradable! Vivimos en una zona residencial con muchos parques y un supermercado Mercadona en nuestra misma calle. Mi pareja viaja mucho por trabajo, por lo que puede que no le llegues a conocer, por ello doy preferencia a alojar chicas. Nos vemos pronto por Aluche!","within a day",50,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
2940355,"Teresa",2012-07-15,"Madrid, Community of Madrid, Spain","Me gusta compartir mi tiempo con mi familia, en mi casa o en lugares agradables y divertidos. Disfruto con mi hijo y con mi marido y mis perros
Me encanta mi trabajo y disfruto trabajando en lo que me gusta.
Soy una persona sociable, pero no me gusta meterme en la vida de los demás, cada uno debe y puede vivir como quiera, siempre y cuando no moleste a los que tiene a su alrededor. Creo que es como mejor se convive. Vive y deja vivir!!!","within an hour",100,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
406903,"Laura",2011-02-23,"Madrid, Community of Madrid, Spain","",NA,NA,1,"email,phone",TRUE,FALSE,FALSE
69811827,"Pablo",2016-05-01,"ES","","within an hour",100,2,"email,phone,reviews",TRUE,FALSE,FALSE
85429049,"Juuri",2016-07-23,"Madrid, Community of Madrid, Spain","","within a few hours",90,2,"phone,facebook,reviews",TRUE,FALSE,FALSE
9411230,"Carlos",2013-10-14,"Madrid, Community of Madrid, Spain","easygoing guy! likes traveling a lot, have fun... trying to chance the world... peace for every body :)","within an hour",100,1,"email,phone,facebook,google,linkedin,reviews,manual_offline,jumio",TRUE,TRUE,FALSE
38471888,"Alejandro",2015-07-14,"Madrid, Community of Madrid, Spain","Soy un profesional del sector farmacéutico.  Trabajo desde hace años en el sector de la cooperación internacional. Soy soltero , familiar , afable , y educado.  Me gustan las buenas formas y buenas maneras. Educación y respeto para con los demás. 
Este es mi perfil en la red social Couch Surfing  (URL HIDDEN)","within a few hours",100,1,"email,phone,google,reviews,jumio",TRUE,TRUE,FALSE
71684922,"Lourdes",2016-05-12,"Madrid, Community of Madrid, Spain","Mis mayores intereses son el Arte y la psicología. Me gusta viajar y conocer sitios nuevos sobre todo en el Norte de España, Asturias, León, etc. Mi casa es un espacio muy cuidado en el que espero que te sientas tan a gusto como yo me siento.",NA,NA,1,"email,phone",TRUE,FALSE,FALSE
10357312,"Juan",2013-12-01,"Madrid, Community of Madrid, Spain","Me gusta el teatro, la cocina, la musica, la pintura, los negocios, viajar, relacionarme con el mundo...","within a few hours",90,2,"email,phone,reviews",TRUE,FALSE,FALSE
53849192,"Siaw Foon",2016-01-08,"Madrid, Community of Madrid, Spain","Soy investigadora y trabajo en Madrid desde 2010. Hablo inglés, español y chino.",NA,NA,2,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
63858298,"Esther",2016-03-21,"ES","",NA,NA,1,"email,phone",TRUE,FALSE,FALSE
118509321,"Carlos",2017-02-28,"Madrid, Community of Madrid, Spain","Persona seria y responsable,hare que te sientas como en casa, cualquier cosa que necesites estare, 24 horas al dia disponible.","within an hour",100,1,"email,phone,google,jumio,offline_government_id,government_id",TRUE,TRUE,FALSE
88435271,"Lara",2016-08-07,"ES","","within an hour",100,1,"email,phone",TRUE,FALSE,FALSE
6104199,"José",2013-04-26,"Madrid, Community of Madrid, Spain","- Soy amable y me gusta que mis invitados estén cómodos en mi casa.
Les informo de los mejores lugares para visitar en Madrid y alrededores.

- I am friendly and I like my guests to be comfortable at home. 
I inform you of the best places to visit in and around Madrid.

- Je suis amical et j'aime mes invités soient à l'aise à la maison.
Je vous informe des meilleurs endroits à visiter dans et autour de Madrid.","within a few hours",100,4,"email,phone,facebook,reviews,jumio",TRUE,TRUE,TRUE
15964170,"Raquel",2014-05-25,"Madrid, Community of Madrid, Spain","Soy de Madrid, soy diseñadora de bolsos, trabajo en mi propia marca.  Me gusta aprender, soñar, trabajar en lo que me gusta, ayudar a los que lo necesitan y ser madre.
Tengo 43 años, me encanta vivir en diferentes sitios del mundo.  Me encanta la música y el cine, leer.   La psicología y la espiritualidad.","within a day",80,1,"email,phone,reviews,jumio,offline_government_id,government_id,work_email",TRUE,TRUE,FALSE
56866386,"Lola",2016-01-31,"Community of Madrid, Spain","Hola soy una apasionada viajera, que me gusta decir práctico microturismo. Desde hace poco conozco la fórmula airbnb y me parce que reúne lo mejor de viajar,  pues te permite conocer gente y lugares alternativos.

Como anfitriona , de nuevo valoró el intercambio y poder facilitar la estancia en un ciudad  a veces poco amable como Madrid,  a un visitante que tiene que permanecer una estancia un poco más larga por estudios, busqueda de piso, trabajo etc....  Por eso cuidamos y le damos importancia  un precio muy ajustado, prestar una bicicleta, tener todo lo referente al transporte de Madrid a tu disposicion, contar con la intimidad de un baño privado para el huésped,  poder compartir espacios comunes  con los dueños, todo dentro del mayor respeto y buena convivencia.
Buscamos proporcionar el  acogimiento que nos gustaría a nosotros principalmente cuando visitas una gran ciudad solo, con un objetivo añadido además del turístico.","within a few hours",100,1,"email,phone,reviews,jumio,government_id,work_email",TRUE,TRUE,FALSE
29593359,"Victor",2015-03-18,"Madrid, Community of Madrid, Spain","","within a day",100,1,"email,phone,facebook,google,linkedin,reviews,jumio",TRUE,TRUE,TRUE
98907464,"Miguel",2016-10-09,"Calamonte, Extremadura, Spain","","within an hour",100,1,"email,phone,reviews",TRUE,FALSE,FALSE
61529290,"Jose Luis",2016-03-04,"ES","","within an hour",100,1,"email,phone,reviews,jumio,government_id",TRUE,TRUE,TRUE
112411330,"Miguel",2017-01-20,"ES","",NA,NA,1,"email,phone",TRUE,FALSE,FALSE
61289160,"Álvaro",2016-03-02,"Madrid, Community of Madrid, Spain","",NA,NA,1,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
45102439,"(EMAIL HIDDEN)",2015-09-25,"ES","",NA,NA,1,"phone",TRUE,FALSE,FALSE
7565525,"Carol",2013-07-18,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,facebook,reviews,jumio",TRUE,TRUE,FALSE
52499148,"Chen",2015-12-28,"Madrid, Community of Madrid, Spain","The host is me and my boyfriend, Adam.","within a day",100,2,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
65322709,"Milagros",2016-04-01,"Madrid, Community of Madrid, Spain","","within an hour",100,2,"email,phone,facebook,reviews,jumio,offline_government_id,government_id",TRUE,TRUE,FALSE
154731,"Patricia",2010-06-29,"Madrid, Madrid, Spain","Hi!
My name is Patricia and I am 34 years old.
I speak english, french and german (you can write in italian too although I dont't speak it).
I hope you find that my place suits you for your next visit to Madrid.
Feel free to contact me!

Patricia","within a day",100,1,"email,phone,reviews",TRUE,FALSE,FALSE
121517372,"Sara",2017-03-19,"Spain","","within an hour",100,1,"email,phone,facebook",TRUE,FALSE,FALSE
20979517,"Maria",2014-09-05,"Madrid, Community of Madrid, Spain","Joven entusiasta y amigable con ganas de compartir mi día a día con invitados. Mi casa es vuestra casa, pasemos un buen rato mientras conoceis Madrid. Me gusta comer bien y beber mejor, ya sabeis eso que dicen de que la vida son dos días.
Hi ! I am Maria, student of Economics and I love cooking, eating , and drinking beer and wine. Obviously I also love meet new people!!","within an hour",100,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
46624167,"Pedro Pablo",2015-10-15,"Madrid, Community of Madrid, Spain","Soy un hombre de 52 años de carácter afable y tranquilo. Universitario, con algunos conocimientos de inglés y francés. Con pareja estable desde hace 10 años (hombre)","within a few hours",100,1,"email,phone,reviews",TRUE,FALSE,TRUE
30359323,"Elena",2015-03-31,"Madrid, Community of Madrid, Spain","","within a few hours",100,2,"email,phone,linkedin,reviews,jumio,government_id",TRUE,TRUE,FALSE
20497920,"Iri",2014-08-25,"Madrid, Community of Madrid, Spain","","within an hour",100,3,"email,phone,facebook,google,reviews,jumio,government_id",TRUE,TRUE,FALSE
65030284,"Adriana",2016-03-30,"Madrid, Community of Madrid, Spain","","within an hour",83,2,"email,phone,reviews",TRUE,FALSE,FALSE
